,TestId,Forest,Prediction,Anchor,Precision,Coverage,Label
355,5471,"[15, 1, 1, 11, 2, 8, 14, 0, 3, 15, 5, 4, 5, 9, 13, 16, 9, 4, 7, 5, 17, 12, 10, 4]",Medium Risk Level,cardistance <= 9.00 AND 50.00 < cloudiness <= 75.00 AND cartype = vehicle.tesla.model3 AND precipitation > 75.00 AND carcolor_V <= 56.08 AND roll <= 0.00 AND time > 7.00 AND ponding > 25.00 AND 24.00 < fogden <= 50.00 AND 24.00 < wind <= 50.00 AND carcolor_S > 80.37 AND yaw > -178.77 AND carnumber <= 2.00 AND wetness > 49.00 AND roadtype = I AND pitch <= 0.00 AND carcolor_H <= 233.37,0.956195244,0,Medium Risk Level
356,2090,"[15, 1, 6, 10, 3, 16, 9, 2, 5, 2, 0, 4, 1, 4, 9, 12, 10, 8, 3, 0, 5, 6, 15, 2, 15, 6, 1, 3, 14]",Safety level,cardistance <= 9.00 AND cloudiness <= 24.00 AND fogdis > 74.00 AND carcolor_H > 69.60 AND 25.00 < ponding <= 50.00 AND carnumber <= 3.00 AND 0.00 < carcolor_S <= 100.00 AND 49.00 < precipitation <= 75.00 AND fogden <= 50.00 AND time > 13.00 AND 24.00 < wind <= 76.00 AND pitch <= 0.00 AND carcolor_V > 56.08 AND roll <= 0.00,0.946324387,0,Low Risk level
357,7410,"[17, 5, 1, 6, 13, 12, 14, 7, 5, 9, 6, 13, 1, 15, 10, 11, 0, 0, 5]",Medium Risk Level,roadtype = X AND fogden > 76.00 AND 50.00 < cloudiness <= 75.00 AND 23.00 < fogdis <= 74.00 AND yaw <= 0.01 AND pitch <= 0.00 AND roll <= 0.00 AND wetness <= 74.00 AND carcolor_S <= 100.00 AND cardistance <= 9.00 AND carcolor_H > 233.37 AND cartype = vehicle.audi.tt AND 7.00 < time <= 19.00,0.957227139,0,Safety level
358,6300,"[1, 9, 15, 10, 3, 8, 0, 17, 5, 11, 4, 7, 16, 4, 3, 10, 3, 10, 1, 9, 15, 1, 9, 14, 2, 16, 4, 8]",Low Risk level,cloudiness <= 24.00 AND 80.37 < carcolor_S <= 100.00 AND cardistance > 17.00 AND carcolor_H > 233.37 AND ponding > 75.00 AND 56.08 < carcolor_V <= 85.10 AND time > 7.00 AND roadtype = R AND fogden > 24.00 AND cartype = vehicle.audi.a2 AND 24.00 < wind <= 50.00 AND wetness <= 74.00 AND 2.00 < carnumber <= 3.00 AND roll <= 0.00 AND precipitation <= 75.00,0.938624339,0,Low Risk level
359,1145,"[1, 15, 5, 6]",High Risk level,cloudiness > 75.00 AND cardistance > 23.00 AND fogden > 50.00 AND fogdis <= 74.00,0.968208092,0.0277,High Risk level
360,6327,"[15, 11, 5, 3, 10, 7, 8, 6, 7, 2, 0, 3, 9, 16, 2, 2, 8, 5, 3, 15, 10, 9, 5, 8, 4]",Safety level,cardistance <= 9.00 AND cartype = vehicle.audi.etron AND fogden <= 24.00 AND 25.00 < ponding <= 50.00 AND carcolor_H > 233.37 AND 23.00 < wetness <= 49.00 AND 56.08 < carcolor_V <= 65.88 AND fogdis > 23.00 AND precipitation > 75.00 AND time <= 19.00 AND 0.00 < carcolor_S <= 100.00 AND carnumber <= 3.00 AND wind <= 76.00,0.799261084,0,Safety level
361,5801,"[1, 6, 10, 15, 17, 5, 13, 16, 1, 14, 9]",Low Risk level,cloudiness <= 24.00 AND fogdis <= 48.00 AND carcolor_H > 69.60 AND cardistance > 9.00 AND roadtype = I AND fogden > 50.00 AND yaw <= 100.04 AND carnumber > 2.00 AND roll <= 0.00 AND carcolor_S > 0.00,0.751589242,0.0043,Low Risk level
362,4816,"[1, 15, 6, 11]",High Risk level,cloudiness > 50.00 AND cardistance > 17.00 AND fogdis <= 23.00 AND cartype = vehicle.chevrolet.impala,0.980978261,0.0059,Medium Risk Level
363,7599,"[15, 17, 1, 10, 3, 0, 5, 12, 10, 15]",Safety level,9.00 < cardistance <= 17.00 AND roadtype = I AND cloudiness <= 24.00 AND carcolor_H > 233.37 AND ponding <= 75.00 AND time > 13.00 AND fogden <= 76.00 AND pitch <= 0.00,0.965204236,0.0014,Safety level
364,4906,"[6, 17, 1, 15, 1, 12, 5, 0, 2, 4, 7, 13, 3, 3, 14, 6, 7, 16, 5, 7, 15, 13, 4, 0, 0]",Medium Risk Level,48.00 < fogdis <= 74.00 AND roadtype = T AND cloudiness <= 24.00 AND cardistance > 17.00 AND pitch <= 0.00 AND fogden > 50.00 AND time > 19.00 AND precipitation <= 24.00 AND wind <= 50.00 AND wetness > 74.00 AND yaw <= 0.01 AND 25.00 < ponding <= 75.00 AND roll <= 0.00 AND carnumber <= 3.00,0.859071274,0.0003,Medium Risk Level
365,4627,"[15, 11, 6, 5, 10, 2, 6, 13, 17, 10, 16, 13, 3, 7, 13, 15, 10, 3, 16, 9, 8, 4, 5, 14]",Medium Risk Level,cardistance <= 17.00 AND cartype = vehicle.jeep.wrangler_rubicon AND fogdis <= 48.00 AND fogden > 50.00 AND carcolor_H <= 0.00 AND precipitation > 24.00 AND yaw > 100.04 AND roadtype = R AND carnumber > 3.00 AND ponding <= 50.00 AND wetness <= 74.00 AND carcolor_S <= 100.00 AND carcolor_V > 56.08 AND wind <= 76.00 AND roll <= 0.00,0.5,0.0002,Medium Risk Level
366,134,"[1, 15, 11, 5]",High Risk level,cloudiness > 75.00 AND cardistance > 17.00 AND cartype = vehicle.jeep.wrangler_rubicon AND fogden > 50.00,0.975517891,0.0039,High Risk level
367,4356,"[17, 11, 1, 15, 9, 10, 4, 8, 7, 0, 8, 9, 16, 8, 15, 10, 4, 0, 6, 14, 0]",Medium Risk Level,roadtype = T AND cartype = vehicle.citroen.c3 AND cloudiness <= 50.00 AND cardistance > 17.00 AND carcolor_S <= 0.00 AND carcolor_H <= 69.60 AND wind > 76.00 AND 65.88 < carcolor_V <= 85.10 AND wetness <= 74.00 AND 13.00 < time <= 19.00 AND carnumber > 2.00 AND fogdis <= 74.00 AND roll <= 0.00,0.913129973,0,Medium Risk Level
368,6306,"[15, 6, 1, 3, 13, 2, 8, 0, 5, 16, 9, 15, 7, 0, 4, 2, 6, 2, 15, 9, 4, 14, 0, 17, 3, 13, 7, 4]",Safety level,cardistance <= 9.00 AND fogdis > 74.00 AND cloudiness <= 75.00 AND ponding <= 50.00 AND yaw > 100.04 AND precipitation > 75.00 AND carcolor_V > 85.10 AND time <= 7.00 AND fogden <= 76.00 AND carnumber <= 3.00 AND carcolor_S <= 0.00 AND wetness <= 49.00 AND 50.00 < wind <= 76.00 AND roll <= 0.00 AND roadtype = R,0.839150228,0,Safety level
369,1264,"[1, 15, 11, 0]",High Risk level,cloudiness > 50.00 AND cardistance > 23.00 AND cartype = vehicle.chevrolet.impala AND time > 19.00,0.985239852,0.0018,High Risk level
370,5883,"[15, 1, 6, 10, 5, 13, 3, 16, 8, 9, 4, 2, 6, 0, 10, 5, 15, 9, 13, 1, 13, 2]",Safety level,cardistance <= 9.00 AND cloudiness <= 50.00 AND fogdis > 48.00 AND carcolor_H > 69.60 AND fogden <= 24.00 AND -178.77 < yaw <= 0.01 AND ponding <= 75.00 AND carnumber <= 3.00 AND carcolor_V > 56.08 AND 0.00 < carcolor_S <= 100.00 AND wind > 24.00 AND precipitation > 49.00 AND time <= 13.00,0.876691729,0.0003,Safety level
371,627,"[1, 13, 6, 5, 14, 17, 8, 6, 1, 9, 8, 5, 12, 7, 2, 10, 9, 6, 11, 4, 7, 4, 2, 2, 0, 16, 4]",High Risk level,cloudiness > 50.00 AND yaw <= 100.04 AND fogdis <= 23.00 AND fogden > 50.00 AND roll <= 0.00 AND roadtype = X AND carcolor_V > 65.88 AND carcolor_S <= 80.37 AND pitch <= 0.00 AND wetness > 49.00 AND precipitation <= 24.00 AND carcolor_H <= 233.37 AND cartype = vehicle.nissan.micra AND wind <= 24.00 AND time > 7.00 AND carnumber > 2.00,0.690685413,0,High Risk level
372,6236,"[15, 11, 1, 5, 13, 3, 7, 0, 8, 16, 9, 15, 4, 2, 16, 0, 13, 5, 2, 9, 5, 13, 8, 8, 10]",Safety level,9.00 < cardistance <= 17.00 AND cartype = vehicle.audi.a2 AND cloudiness <= 50.00 AND fogden <= 24.00 AND yaw > 100.04 AND ponding <= 75.00 AND wetness > 49.00 AND time > 13.00 AND 56.08 < carcolor_V <= 65.88 AND 2.00 < carnumber <= 3.00 AND carcolor_S > 80.37 AND wind <= 76.00 AND precipitation > 75.00 AND carcolor_H > 0.00,0.952185792,0.0001,Safety level
373,407,"[1, 15, 6, 13, 9, 11, 2, 4, 3, 14, 12, 4, 1, 3, 0, 9, 10]",High Risk level,cloudiness > 50.00 AND cardistance > 9.00 AND fogdis <= 74.00 AND yaw <= 100.04 AND carcolor_S <= 0.00 AND cartype = vehicle.nissan.micra AND precipitation <= 49.00 AND wind > 50.00 AND ponding > 50.00 AND roll <= 0.00 AND pitch <= 0.00 AND time > 13.00 AND carcolor_H <= 233.37,0.793041121,0.0016,High Risk level
374,6676,"[15, 1, 6, 0, 4, 8, 3, 16, 7, 12, 8, 0, 13, 1, 15, 7, 8, 9, 4, 15, 2]",Safety level,cardistance <= 9.00 AND cloudiness <= 50.00 AND fogdis > 48.00 AND time > 19.00 AND wind <= 24.00 AND carcolor_V > 85.10 AND ponding <= 75.00 AND carnumber <= 3.00 AND wetness <= 23.00 AND pitch <= 0.00 AND yaw <= 100.04 AND carcolor_S <= 100.00 AND precipitation <= 24.00,0.785762712,0.0003,Safety level
375,2661,"[1, 15, 17, 3, 6, 8, 1, 0, 3, 3, 10, 14, 6, 8, 13, 16, 15, 15, 9, 4, 13, 0, 6, 5]",Low Risk level,cloudiness <= 50.00 AND cardistance > 23.00 AND roadtype = I AND ponding > 75.00 AND 48.00 < fogdis <= 74.00 AND carcolor_V > 65.88 AND time > 13.00 AND carcolor_H <= 233.37 AND roll <= 0.00 AND yaw <= 0.01 AND carnumber > 2.00 AND carcolor_S <= 100.00 AND wind <= 76.00 AND fogden <= 76.00,0.901746725,0.0002,Low Risk level
376,3730,"[1, 11, 15, 10, 6, 0, 12, 5, 9, 9, 2, 16, 6, 4, 8, 14, 9, 15, 1, 10, 1, 2, 10, 3, 4, 3, 8, 16]",Low Risk level,cloudiness <= 24.00 AND cartype = vehicle.audi.etron AND cardistance > 17.00 AND carcolor_H > 233.37 AND fogdis <= 48.00 AND time <= 19.00 AND pitch <= 0.00 AND fogden > 24.00 AND 80.37 < carcolor_S <= 100.00 AND precipitation > 49.00 AND 2.00 < carnumber <= 3.00 AND wind > 50.00 AND 56.08 < carcolor_V <= 85.10 AND roll <= 0.00 AND ponding <= 50.00,0.948564593,0.0005,Low Risk level
377,545,"[1, 15, 9, 13]",High Risk level,cloudiness > 75.00 AND cardistance > 17.00 AND carcolor_S <= 0.00 AND yaw > -178.77,0.965317919,0.0267,High Risk level
378,5088,"[17, 10, 1, 15, 9, 13, 6, 16, 12, 0, 10, 13, 6, 14, 15, 4, 9, 10, 1, 13]",Medium Risk Level,roadtype = T AND carcolor_H <= 0.00 AND cloudiness <= 50.00 AND cardistance > 17.00 AND carcolor_S <= 0.00 AND yaw <= -178.77 AND 23.00 < fogdis <= 74.00 AND carnumber <= 3.00 AND pitch <= 0.00 AND time <= 19.00 AND roll <= 0.00 AND wind > 24.00,0.902527076,0.0032,Medium Risk Level
379,5665,"[17, 10, 1, 15, 9, 5, 8, 7, 9, 10, 2, 2, 0, 3, 10, 12, 15, 1, 15, 9, 7, 13]",Medium Risk Level,roadtype = X AND carcolor_H <= 0.00 AND cloudiness <= 50.00 AND cardistance > 23.00 AND carcolor_S <= 0.00 AND fogden > 50.00 AND carcolor_V <= 85.10 AND wetness <= 49.00 AND precipitation > 49.00 AND time > 7.00 AND ponding > 25.00 AND pitch <= 0.00 AND yaw <= 100.04,0.91344086,0.0004,Medium Risk Level
380,2911,"[1, 15, 9, 10, 6, 8, 5, 2, 3, 13, 2, 0, 16, 6, 14, 2, 13, 5, 15, 1, 1, 3, 13, 15, 3, 9, 4]",Low Risk level,cloudiness <= 24.00 AND cardistance > 23.00 AND 0.00 < carcolor_S <= 100.00 AND carcolor_H > 0.00 AND fogdis <= 48.00 AND carcolor_V > 56.08 AND fogden <= 50.00 AND precipitation > 75.00 AND ponding > 75.00 AND yaw > 100.04 AND time <= 19.00 AND carnumber > 2.00 AND roll <= 0.00 AND wind <= 76.00,0.865022984,0.0004,Low Risk level
381,231,"[1, 15, 11]",High Risk level,cloudiness > 75.00 AND cardistance > 23.00 AND cartype = vehicle.nissan.micra,0.974736842,0.0046,High Risk level
382,6455,"[1, 15, 11, 6, 10, 15, 3]",Safety level,cloudiness <= 24.00 AND 9.00 < cardistance <= 17.00 AND cartype = vehicle.audi.etron AND fogdis > 74.00 AND carcolor_H > 69.60 AND ponding <= 25.00,0.977876106,0.0002,Safety level
383,1857,"[1, 15, 5]",High Risk level,cloudiness > 75.00 AND cardistance > 23.00 AND fogden > 76.00,0.984435798,0.0157,High Risk level
384,1256,"[1, 15, 5, 6]",High Risk level,cloudiness > 75.00 AND cardistance > 17.00 AND fogden > 76.00 AND fogdis <= 23.00,0.996078431,0.0055,High Risk level
385,2712,"[1, 15, 10, 11, 6, 0, 0, 13, 12, 7, 2, 10, 14, 13, 15, 16, 10, 6, 1, 13, 9, 15, 2, 2, 5, 4]",Low Risk level,cloudiness <= 50.00 AND cardistance > 23.00 AND carcolor_H > 233.37 AND cartype = vehicle.audi.etron AND fogdis <= 48.00 AND 7.00 < time <= 19.00 AND yaw <= -178.77 AND pitch <= 0.00 AND wetness <= 74.00 AND precipitation > 75.00 AND roll <= 0.00 AND carnumber <= 3.00 AND carcolor_S <= 100.00 AND fogden <= 76.00 AND wind <= 76.00,0.899143673,0,Low Risk level
386,1508,"[1, 15, 17]",High Risk level,cloudiness > 75.00 AND cardistance > 23.00 AND roadtype = T,0.979351032,0.0075,High Risk level
387,4502,"[15, 1, 11, 1, 15, 8, 3, 17, 5, 0, 4]",Medium Risk Level,cardistance <= 9.00 AND 50.00 < cloudiness <= 75.00 AND cartype = vehicle.volkswagen.t2 AND carcolor_V <= 56.08 AND ponding > 50.00 AND roadtype = I AND fogden <= 50.00 AND time > 7.00 AND wind <= 76.00,0.962308598,0.0002,Medium Risk Level
388,5190,"[15, 1, 17, 1, 5, 6, 4, 11, 14, 10]",Medium Risk Level,cardistance <= 9.00 AND 50.00 < cloudiness <= 75.00 AND roadtype = T AND fogden > 50.00 AND fogdis <= 23.00 AND wind > 50.00 AND cartype = vehicle.audi.tt AND roll <= 0.00 AND carcolor_H > 69.60,0.96761658,0,Medium Risk Level
389,2921,"[15, 1, 11, 5, 6, 9, 8, 0, 4, 16, 12, 7, 8, 15, 15, 9, 1, 5, 5, 6, 9, 13, 14, 7, 4, 16, 10, 0, 2, 2, 4]",Safety level,cardistance <= 9.00 AND cloudiness <= 50.00 AND cartype = vehicle.audi.etron AND fogden <= 24.00 AND fogdis > 48.00 AND 80.37 < carcolor_S <= 100.00 AND 56.08 < carcolor_V <= 85.10 AND time <= 13.00 AND 50.00 < wind <= 76.00 AND 2.00 < carnumber <= 3.00 AND pitch <= 0.00 AND 23.00 < wetness <= 74.00 AND yaw > -178.77 AND roll <= 0.00 AND carcolor_H > 0.00 AND precipitation <= 49.00,0.894578313,0,Low Risk level
390,1123,"[1, 15, 9]",High Risk level,cloudiness > 50.00 AND cardistance > 23.00 AND carcolor_S <= 80.37,0.963302752,0.0659,High Risk level
391,3231,"[1, 16, 6, 13, 4, 0, 11, 15, 17, 9, 2, 10, 14, 5, 10]",Low Risk level,cloudiness <= 24.00 AND carnumber > 2.00 AND fogdis <= 74.00 AND yaw <= 0.01 AND wind > 24.00 AND time <= 19.00 AND cartype = vehicle.jeep.wrangler_rubicon AND cardistance <= 9.00 AND roadtype = X AND carcolor_S <= 0.00 AND precipitation <= 24.00 AND carcolor_H <= 0.00 AND roll <= 0.00 AND fogden <= 50.00,0.960443038,0,Low Risk level
392,5872,"[1, 15, 17, 6, 15]",Safety level,cloudiness <= 24.00 AND 9.00 < cardistance <= 17.00 AND roadtype = I AND fogdis > 48.00,0.950617284,0.0079,Safety level
393,6970,"[15, 6, 10, 7, 3, 8, 16, 9, 2, 5, 2, 6, 16, 15, 13, 7, 0, 4, 6, 9, 0]",Safety level,cardistance <= 9.00 AND fogdis > 74.00 AND carcolor_H > 0.00 AND wetness > 74.00 AND ponding <= 75.00 AND carcolor_V > 56.08 AND carnumber > 3.00 AND 0.00 < carcolor_S <= 100.00 AND 49.00 < precipitation <= 75.00 AND fogden <= 76.00 AND yaw > -178.77 AND 7.00 < time <= 19.00 AND wind <= 76.00,0.704107831,0,Safety level
394,4045,"[1, 10, 6, 5, 11, 5, 17, 0, 16, 8, 13, 4, 7, 4, 10, 6, 9, 0, 0, 5, 1, 9, 4, 2, 10, 7, 1, 2, 9, 8, 2, 12, 8, 7]",Safety level,cloudiness <= 24.00 AND carcolor_H > 233.37 AND fogdis > 48.00 AND fogden <= 24.00 AND cartype = vehicle.audi.a2 AND roadtype = X AND time <= 7.00 AND carnumber <= 3.00 AND 56.08 < carcolor_V <= 65.88 AND yaw > -178.77 AND wind <= 24.00 AND wetness <= 23.00 AND 80.37 < carcolor_S <= 100.00 AND precipitation <= 24.00 AND pitch > 0.00,0.842105263,0,Safety level
395,1326,"[1, 15, 5]",High Risk level,cloudiness > 75.00 AND cardistance > 23.00 AND fogden > 76.00,0.978021978,0.0134,High Risk level
396,2334,"[1, 15, 17, 3]",Low Risk level,cloudiness <= 24.00 AND cardistance > 23.00 AND roadtype = I AND ponding > 50.00,0.964179104,0.0104,Low Risk level
397,669,"[1, 15, 5]",High Risk level,cloudiness > 75.00 AND cardistance > 23.00 AND fogden > 50.00,0.970093458,0.0336,High Risk level
398,4145,"[17, 15, 1, 0, 6, 14, 13, 2, 4, 9, 0, 1, 0, 15, 8, 7, 7, 3, 16]",Medium Risk Level,roadtype = R AND cardistance > 23.00 AND cloudiness <= 50.00 AND time <= 7.00 AND fogdis <= 74.00 AND roll <= 0.00 AND yaw > -178.77 AND precipitation <= 75.00 AND wind > 24.00 AND carcolor_S <= 100.00 AND carcolor_V <= 85.10 AND 23.00 < wetness <= 74.00 AND ponding > 25.00 AND carnumber > 2.00,0.65773447,0,Medium Risk Level
399,2632,"[1, 15, 17, 6]",Low Risk level,cloudiness <= 24.00 AND cardistance > 23.00 AND roadtype = I AND fogdis <= 48.00,0.993548387,0.011,Low Risk level
400,4580,"[15, 1, 1, 11, 6, 13, 16, 8, 0, 17, 13, 4, 0, 2, 9, 6, 14, 4, 5, 5, 7, 9, 2, 2, 6, 1, 7, 15, 10, 10, 13, 12, 3, 3, 8, 3, 5, 16]",Medium Risk Level,cardistance <= 17.00 AND 50.00 < cloudiness <= 75.00 AND cartype = vehicle.nissan.patrol AND fogdis <= 23.00 AND yaw > 100.04 AND 2.00 < carnumber <= 3.00 AND 56.08 < carcolor_V <= 85.10 AND 7.00 < time <= 19.00 AND roadtype = R AND 24.00 < wind <= 76.00 AND precipitation > 75.00 AND 0.00 < carcolor_S <= 100.00 AND roll <= 0.00 AND fogden <= 24.00 AND wetness > 49.00 AND carcolor_H <= 69.60 AND pitch <= 0.00 AND ponding <= 25.00,0.949132948,0.0001,Medium Risk Level
401,2098,"[15, 1, 6, 13, 5, 15, 9, 14, 2, 7, 0, 10, 7, 6, 8, 8, 4, 16, 2, 0, 4, 1, 2]",Medium Risk Level,cardistance <= 9.00 AND cloudiness > 50.00 AND fogdis <= 23.00 AND yaw > 0.01 AND fogden > 24.00 AND carcolor_S > 80.37 AND roll <= 0.00 AND 24.00 < precipitation <= 49.00 AND 49.00 < wetness <= 74.00 AND time > 13.00 AND carcolor_H > 0.00 AND 56.08 < carcolor_V <= 85.10 AND wind <= 50.00 AND carnumber <= 3.00,0.773113709,0,Low Risk level
402,3405,"[15, 1, 6]",High Risk level,cardistance > 23.00 AND cloudiness > 50.00 AND fogdis <= 23.00,0.965753425,0.0272,Low Risk level
403,2836,"[1, 10, 6, 11, 13, 17, 0, 0, 14, 16, 7, 3, 2, 2, 1, 13, 2, 9, 13, 10, 10, 0]",Low Risk level,cloudiness <= 24.00 AND carcolor_H > 233.37 AND fogdis <= 74.00 AND cartype = vehicle.audi.tt AND yaw <= -178.77 AND roadtype = R AND 13.00 < time <= 19.00 AND roll <= 0.00 AND carnumber > 3.00 AND wetness <= 49.00 AND ponding > 25.00 AND 24.00 < precipitation <= 49.00 AND carcolor_S <= 100.00,0.739098837,0.0006,Low Risk level
404,1458,"[1, 13, 0, 8, 14, 13, 8, 13, 9, 15, 15, 0, 12, 16, 7, 3, 11, 15, 17, 9, 4, 7, 6, 10, 5, 2, 9, 0, 5, 8, 2, 2, 7, 6, 6, 10, 16]",Low Risk level,cloudiness <= 75.00 AND yaw > 100.04 AND 13.00 < time <= 19.00 AND 65.88 < carcolor_V <= 85.10 AND roll <= 0.00 AND carcolor_S <= 0.00 AND 9.00 < cardistance <= 17.00 AND pitch <= 0.00 AND carnumber > 3.00 AND wetness > 74.00 AND ponding > 25.00 AND cartype = vehicle.jeep.wrangler_rubicon AND roadtype = X AND wind <= 24.00 AND fogdis > 74.00 AND carcolor_H <= 0.00 AND 24.00 < fogden <= 76.00 AND precipitation <= 24.00,0.83427762,0,High Risk level
405,5033,"[17, 10, 15, 1, 15, 9]",Medium Risk Level,roadtype = X AND carcolor_H <= 69.60 AND cardistance > 23.00 AND cloudiness <= 24.00 AND carcolor_S <= 0.00,0.955497382,0.002,Medium Risk Level
406,4572,"[15, 11, 1, 10, 8, 2, 6, 15, 0, 5, 14, 4, 2, 0, 10, 10, 4, 7, 17, 16, 3, 16, 12, 8, 9, 7, 3, 13, 13, 7, 9, 3, 9, 2, 13, 15, 5]",Medium Risk Level,cardistance <= 9.00 AND cartype = vehicle.jeep.wrangler_rubicon AND cloudiness > 24.00 AND carcolor_H <= 0.00 AND 56.08 < carcolor_V <= 85.10 AND 24.00 < precipitation <= 49.00 AND fogdis <= 48.00 AND 7.00 < time <= 19.00 AND fogden > 76.00 AND roll <= 0.00 AND 24.00 < wind <= 76.00 AND wetness > 74.00 AND roadtype = I AND 2.00 < carnumber <= 3.00 AND 25.00 < ponding <= 50.00 AND pitch <= 0.00 AND carcolor_S <= 0.00 AND yaw <= -178.77,0.716601816,0.0003,Medium Risk Level
407,587,"[1, 6, 13, 14, 4, 7, 2, 9, 3, 3, 1, 8, 13, 12, 4, 3, 6, 4, 5, 7, 2, 6, 2, 1, 13, 9]",High Risk level,cloudiness > 75.00 AND fogdis <= 23.00 AND yaw <= -178.77 AND roll <= 0.00 AND wind > 76.00 AND wetness <= 49.00 AND precipitation > 75.00 AND 0.00 < carcolor_S <= 100.00 AND ponding > 75.00 AND carcolor_V <= 85.10 AND pitch <= 0.00 AND fogden <= 24.00,0.74684271,0.0011,High Risk level
408,4421,"[1, 15, 9]",High Risk level,cloudiness > 50.00 AND cardistance > 23.00 AND carcolor_S <= 0.00,0.965625,0.0354,Medium Risk Level
409,3738,"[1, 5, 13, 6, 16, 16, 15, 0, 1, 8, 14, 8, 1, 5, 9, 5, 2, 4, 2, 7, 15, 17, 7, 4, 4, 7, 2, 13]",Low Risk level,cloudiness <= 24.00 AND fogden > 76.00 AND yaw > 100.04 AND fogdis <= 74.00 AND 2.00 < carnumber <= 3.00 AND 9.00 < cardistance <= 23.00 AND time <= 19.00 AND 56.08 < carcolor_V <= 85.10 AND roll <= 0.00 AND carcolor_S <= 100.00 AND precipitation > 75.00 AND wind > 76.00 AND 23.00 < wetness <= 49.00 AND roadtype = R,0.642926829,0.0001,Low Risk level
410,5528,"[17, 10, 11, 9, 1, 15]",Medium Risk Level,roadtype = R AND carcolor_H <= 0.00 AND cartype = vehicle.jeep.wrangler_rubicon AND carcolor_S <= 0.00 AND cloudiness <= 24.00 AND cardistance > 23.00,0.975247525,0.0004,Medium Risk Level
411,239,"[1, 17, 15, 13, 5, 6, 4, 7, 14, 12, 1, 6, 3, 4, 3, 10, 16, 9, 5, 6]",High Risk level,cloudiness > 50.00 AND roadtype = T AND cardistance > 9.00 AND yaw <= 100.04 AND fogden > 50.00 AND fogdis <= 23.00 AND wind > 50.00 AND wetness > 23.00 AND roll <= 0.00 AND pitch <= 0.00 AND ponding > 50.00 AND carcolor_H <= 233.37 AND carnumber > 2.00 AND carcolor_S <= 100.00,0.815634885,0.0011,High Risk level
412,5420,"[15, 1, 17, 5, 6, 14, 9, 11, 12, 16, 10, 5, 10, 1, 0, 9, 4, 2, 9, 15, 13, 8]",Medium Risk Level,cardistance <= 17.00 AND cloudiness > 50.00 AND roadtype = T AND 24.00 < fogden <= 76.00 AND fogdis <= 74.00 AND roll <= 0.00 AND 80.37 < carcolor_S <= 100.00 AND cartype = vehicle.toyota.prius AND pitch > 0.00 AND carnumber <= 2.00 AND carcolor_H <= 0.00 AND time > 7.00 AND wind <= 76.00 AND precipitation > 24.00 AND yaw > -178.77 AND carcolor_V > 56.08,0.749294184,0.0003,Medium Risk Level
413,6901,"[15, 1, 6, 14, 3, 9, 15, 8, 7, 12, 0, 6, 0, 4, 6, 7, 9, 7]",Safety level,9.00 < cardistance <= 17.00 AND cloudiness <= 50.00 AND fogdis > 74.00 AND roll > 0.00 AND ponding <= 50.00 AND carcolor_S > 80.37 AND carcolor_V > 56.08 AND 49.00 < wetness <= 74.00 AND pitch > 0.00 AND 7.00 < time <= 13.00 AND wind <= 76.00,0.899908592,0.0001,Safety level
414,1924,"[1, 17, 15, 9, 6]",Low Risk level,cloudiness <= 24.00 AND roadtype = I AND cardistance > 17.00 AND carcolor_S <= 0.00 AND fogdis <= 74.00,0.959665145,0.0064,Low Risk level
415,5664,"[17, 11, 1, 15, 10, 9, 0, 14, 6, 12, 13, 10, 16, 15, 1, 9, 8, 8, 15, 7]",Medium Risk Level,roadtype = T AND cartype = vehicle.nissan.patrol AND cloudiness <= 50.00 AND cardistance > 23.00 AND carcolor_H <= 69.60 AND carcolor_S <= 80.37 AND time > 7.00 AND roll <= 0.00 AND fogdis <= 74.00 AND pitch <= 0.00 AND yaw > -178.77 AND carnumber > 2.00 AND 65.88 < carcolor_V <= 85.10 AND wetness <= 74.00,0.901371308,0.0002,Medium Risk Level
416,6609,"[15, 11, 6, 1, 13, 0, 3, 8, 17, 3, 2, 5, 1]",Safety level,cardistance <= 9.00 AND cartype = vehicle.audi.a2 AND fogdis > 74.00 AND 50.00 < cloudiness <= 75.00 AND yaw > 100.04 AND time <= 7.00 AND 25.00 < ponding <= 50.00 AND carcolor_V > 56.08 AND roadtype = R AND precipitation <= 49.00 AND fogden <= 76.00,0.950118765,0.0005,Safety level
417,1740,"[1, 15, 11, 6, 3, 14, 13, 6, 9, 9, 10, 10, 3, 7, 8, 6, 1, 8, 3, 1]",High Risk level,cloudiness > 75.00 AND cardistance > 9.00 AND cartype = vehicle.nissan.patrol AND fogdis <= 23.00 AND ponding > 75.00 AND roll <= 0.00 AND yaw <= 100.04 AND carcolor_S <= 80.37 AND carcolor_H <= 69.60 AND wetness <= 74.00 AND carcolor_V > 65.88,0.854417254,0.0001,High Risk level
